"senkId","senkNm","pref_turnout","pref_votes","pref_voteShare","khId","name_kanji","name_kana","partyId","hirei","cand_exp","partyNm_short","partyNm","elected","muncode","mun_name","mun_turnout","votes","mun_voteShare"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01455","比布町","66.13","462","24.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01456","愛別町","68.16","482","35.0"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01457","上川町","69.12","431","23.7"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01458","東川町","64.84","744","17.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01459","美瑛町","64.57","1275","24.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01460","上富良野町","59.20","1647","34.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01461","中富良野町","65.73","710","29.4"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01462","南富良野町","72.29","405","31.0"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01463","占冠村","70.89","124","20.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01464","和寒町","74.97","572","32.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01465","剣淵町","69.30","462","28.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01468","下川町","71.14","477","27.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01469","美深町","66.87","582","27.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01470","音威子府村","78.68","87","24.4"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01471","中川町","75.36","234","28.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01472","幌加内町","73.23","203","26.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01481","増毛町","67.77","543","26.7"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01482","小平町","74.60","401","25.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01483","苫前町","69.44","351","23.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01484","羽幌町","66.06","805","24.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01485","初山別村","76.66","193","29.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01486","遠別町","69.80","339","27.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01487","天塩町","71.38","436","28.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01511","猿払村","69.23","395","29.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01512","浜頓別町","69.06","493","26.7"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01513","中頓別町","69.42","313","35.4"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01514","枝幸町","61.88","1009","27.7"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01516","豊富町","67.27","582","30.0"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01517","礼文町","71.61","462","35.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01518","利尻町","80.62","410","33.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01519","利尻富士町","82.34","585","40.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01520","幌延町","69.24","381","33.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01543","美幌町","56.65","2699","32.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01544","津別町","61.27","512","24.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01545","斜里町","60.76","1298","25.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01546","清里町","71.77","554","25.4"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01547","小清水町","64.42","646","27.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01549","訓子府町","62.92","650","27.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01550","置戸町","71.67","402","26.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01552","佐呂間町","66.28","784","32.1"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01555","遠軽町","64.44","2647","27.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01559","湧別町","66.60","1343","30.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01560","滝上町","71.73","381","28.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01561","興部町","62.44","552","31.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01562","西興部村","79.44","260","41.1"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01563","雄武町","62.80","640","31.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01564","大空町","67.07","1091","30.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01631","音更町","59.52","4846","23.0"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01632","士幌町","72.34","980","29.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01633","上士幌町","69.66","629","23.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01634","鹿追町","71.71","736","26.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01635","新得町","78.39","1027","29.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01636","清水町","66.09","1311","27.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01637","芽室町","63.83","2293","24.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01638","中札内村","72.62","465","21.0"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01639","更別村","73.85","541","29.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01641","大樹町","67.68","1041","35.9"
